,BRAND,CATEGORY,A ending?,"Plosive ending? (p,b,t,d,k,g)","Sonorant ending? (m,n,ng,l,r)","Fricative ending? (f,v,th,s,z,sh,ch,dge)","1st letter fricative? (f,v,th,s,z,sh,ch,j)","Total # of sonorants (m,n,l,r,w,y)","Total # of vowels (a, e, i, o, u)","1st letter plosive? (p,b,t,d,k,g)","Total # of plosives  (p,b,t,d,k,g)","VowelEnding? (a, e, i, o, u,y)",# of letters,"# of fricatives (f,v,th,s,z,sh,ch,j)","1st letter vowel? (a, e, i, o, u)","1st letter sonorant? (m,n,l,r,w,y)",Front Vowels,Back Vowels
19672,oplytic,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,2,0,2,0,7,0,1,0,1,1
19675,optimalprint,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,4,4,0,4,0,12,0,1,0,2,1
19687,outbrain,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,4,0,2,0,8,0,1,0,1,1
19719,pardot,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,1,2,1,3,0,6,0,0,0,0,1
19724,paytronix,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,3,1,2,0,9,0,0,0,1,1
19750,pictarine,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,4,1,2,1,9,0,0,0,3,0
19754,pims,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,1,1,1,1,0,4,1,0,0,1,0
19755,pinchme,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,2,1,1,1,7,1,0,0,2,0
19796,postnet,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,1,2,1,3,0,7,1,0,0,1,1
19846,printup,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,2,2,1,3,0,7,0,0,0,1,1
19871,prospectsplus,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,2,3,1,4,0,13,3,0,0,1,2
19893,quantcast,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,1,3,0,2,0,9,1,0,0,0,1
19901,quickthoughts,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,0,0,4,0,4,0,13,2,0,0,1,2
19906,radiumone,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,5,0,1,1,9,0,0,1,2,2
19918,readercity,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,4,0,2,1,10,0,0,1,4,0
19958,rethink,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,2,2,0,2,0,7,1,0,1,2,0
19962,revlocal,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,3,3,0,0,0,8,1,0,1,1,1
20008,rushking,"B651 Advertising, Marketing & Printing Svcs",0,1,1,0,0,2,2,0,2,0,8,1,0,1,1,1
20045,screenvision,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,3,5,0,0,0,12,3,0,0,3,1
20066,sendblue,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,3,0,2,1,8,1,0,0,2,1
20076,shareasale,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,5,0,0,1,10,2,0,0,2,0
20109,silkworm,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,4,2,0,1,0,8,1,0,0,1,1
20118,simulmedia,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,1,3,5,0,1,1,10,1,0,0,3,1
20127,sizmek,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,1,1,2,0,1,0,6,2,0,0,2,0
20155,socialseo,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,1,5,0,0,1,9,2,0,0,2,2
20157,sociomantic,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,5,0,1,0,11,1,0,0,2,2
20199,sprinklr,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,4,1,0,2,0,8,1,0,0,1,0
20203,srax,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,0
20228,stickermule,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,3,4,0,2,1,11,1,0,0,3,1
20265,surveycompare,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,4,5,0,1,1,13,2,0,0,2,2
20267,surveyvitals,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,1,3,4,0,1,0,12,4,0,0,2,1
20279,synacor,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,3,2,0,0,0,7,1,0,0,0,1
20293,tapad,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,0,2,1,3,0,5,0,0,0,0,0
20295,taradel,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,0,2,3,1,2,0,7,0,0,0,1,0
20298,tastyplacement,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,0,4,4,1,4,0,14,1,0,0,2,0
20350,toluna,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,0,2,3,1,1,1,6,0,0,0,0,2
20398,trojanlitho,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,4,1,2,1,11,2,0,0,1,2
20472,vicspan,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,1,2,0,1,0,7,2,0,0,1,0
20474,videa,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,1,0,3,0,1,1,5,1,0,0,2,0
20476,videology,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,1,2,4,0,2,1,9,1,0,0,3,2
20478,viewfruit,"B651 Advertising, Marketing & Printing Svcs",0,1,0,0,1,2,4,0,1,0,9,2,0,0,2,1
20507,vml,"B651 Advertising, Marketing & Printing Svcs",0,0,1,0,1,2,0,0,0,0,3,1,0,0,0,0
20528,watchfire,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,2,3,0,1,1,9,2,0,1,2,0
20546,webmechanix,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,3,4,0,1,0,11,1,0,1,3,0
20570,wishabi,"B651 Advertising, Marketing & Printing Svcs",0,0,0,0,0,1,3,0,1,1,7,1,0,1,2,0
20571,wistia,"B651 Advertising, Marketing & Printing Svcs",1,0,0,0,0,1,3,0,1,1,6,1,0,1,2,0
20632,zwrapz,"B651 Advertising, Marketing & Printing Svcs",0,0,0,1,1,2,1,0,1,0,6,2,0,0,0,0
20633,aip,B721 Office Furniture & Accessories,0,1,0,0,0,0,2,0,1,0,3,0,1,0,1,0
20635,alloyfold,B721 Office Furniture & Accessories,0,1,0,0,0,4,3,0,1,0,9,1,1,0,0,2
20636,arcadia,B721 Office Furniture & Accessories,1,0,0,0,0,1,4,0,1,1,7,0,1,0,1,0
20638,bdi,B721 Office Furniture & Accessories,0,0,0,0,0,0,1,1,2,1,3,0,0,0,1,0
20641,bevco,B721 Office Furniture & Accessories,0,0,0,0,0,0,2,1,1,1,5,1,0,0,1,1
20642,brewer,B721 Office Furniture & Accessories,0,0,1,0,0,3,2,1,1,0,6,0,0,0,2,0
20648,corechair,B721 Office Furniture & Accessories,0,0,1,0,0,2,4,0,0,0,9,1,0,0,2,1
20649,dauphin,B721 Office Furniture & Accessories,0,0,1,0,0,1,3,1,2,0,7,0,0,0,1,1
20650,deskmakers,B721 Office Furniture & Accessories,0,0,0,1,0,2,3,1,3,0,10,2,0,0,2,0
20651,draenert,B721 Office Furniture & Accessories,0,1,0,0,0,3,3,1,2,0,8,0,0,0,2,0
20656,excalibur,B721 Office Furniture & Accessories,0,0,1,0,0,2,4,0,1,0,9,0,1,0,2,1
20657,fastcubes,B721 Office Furniture & Accessories,0,0,0,1,1,0,3,0,2,0,9,3,0,0,1,1
20658,fb,B721 Office Furniture & Accessories,0,1,0,0,1,0,0,0,1,0,2,1,0,0,0,0
20659,fellowes,B721 Office Furniture & Accessories,0,0,0,1,1,3,3,0,0,0,8,2,0,0,2,1
20662,flexispot,B721 Office Furniture & Accessories,0,1,0,0,1,1,3,0,2,0,9,2,0,0,2,1
20666,gunlocke,B721 Office Furniture & Accessories,0,0,0,0,0,2,3,1,2,1,8,0,0,0,1,2
20667,halcon,B721 Office Furniture & Accessories,0,0,1,0,0,2,2,0,0,0,6,0,0,0,0,1
20668,haworth,B721 Office Furniture & Accessories,0,0,0,1,0,2,2,0,1,0,7,1,0,0,0,1
20670,ideum,B721 Office Furniture & Accessories,0,0,1,0,0,1,3,0,1,0,5,0,1,0,2,1
20671,indiana,B721 Office Furniture & Accessories,1,0,0,0,0,2,4,0,1,1,7,0,1,0,2,0
20672,innovant,B721 Office Furniture & Accessories,0,1,0,0,0,3,3,0,1,0,8,1,1,0,1,1
20676,kimball,B721 Office Furniture & Accessories,0,0,1,0,0,3,2,1,2,0,7,0,0,0,1,0
20677,knoll,B721 Office Furniture & Accessories,0,0,1,0,0,3,1,1,1,0,5,0,0,0,0,1
20678,lacandona,B721 Office Furniture & Accessories,1,0,0,0,0,3,4,0,1,1,9,0,0,1,0,1
20682,meadows,B721 Office Furniture & Accessories,0,0,0,1,0,2,3,0,1,0,7,1,0,1,1,1
20687,ofs,B721 Office Furniture & Accessories,0,0,0,1,0,0,1,0,0,0,3,2,1,0,0,1
20691,screenflex,B721 Office Furniture & Accessories,0,0,0,0,1,3,3,0,0,0,10,2,0,0,2,0
20692,secretlab,B721 Office Furniture & Accessories,0,1,0,0,1,2,3,0,2,0,9,1,0,0,2,0
20694,smartdesks,B721 Office Furniture & Accessories,0,0,0,1,1,2,2,0,3,0,10,3,0,0,1,0
20695,smead,B721 Office Furniture & Accessories,0,1,0,0,1,1,2,0,1,0,5,1,0,0,1,0
20702,steelcase,B721 Office Furniture & Accessories,0,0,0,0,1,1,4,0,1,1,9,2,0,0,2,0
20707,teknion,B721 Office Furniture & Accessories,0,0,1,0,0,2,3,1,2,0,7,0,0,0,2,1
20711,varidesk,B721 Office Furniture & Accessories,0,1,0,0,1,1,3,0,2,0,8,2,0,0,2,0
20713,versteel,B721 Office Furniture & Accessories,0,0,1,0,1,2,3,0,1,0,8,2,0,0,2,0
20714,whitewalls,B721 Office Furniture & Accessories,0,0,0,1,0,4,3,0,1,0,10,1,0,1,2,0
20715,winsted,B721 Office Furniture & Accessories,0,1,0,0,0,2,2,0,2,0,7,1,0,1,2,0
20718,xstamper,B721 Office Furniture & Accessories,0,0,1,0,0,2,2,0,2,0,8,1,0,0,1,0
20719,xybix,B721 Office Furniture & Accessories,0,0,0,0,0,1,1,0,1,0,5,0,0,0,1,0
20724,lovepop,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,1,3,0,2,0,7,1,0,1,1,2
20725,marrygrams,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,6,2,0,1,0,10,1,0,1,0,0
20728,vectorstock,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,1,1,3,0,3,0,11,2,0,0,1,2
20735,hallmark,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,4,2,0,1,0,8,0,0,0,0,0
20742,papyrus,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,2,2,1,2,0,7,1,0,0,0,1
20744,canon,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,0,2,2,0,0,0,5,0,0,0,0,1
20746,navigator,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,0,2,4,0,2,0,9,1,0,1,1,1
20747,bestself,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,1,2,1,2,0,8,3,0,0,2,0
20748,shinola,"B722 Stationery,Greeting Cards&Misc Paper Gds",1,0,0,0,1,2,3,0,0,1,7,1,0,0,1,1
20751,accuform,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,0,2,3,0,0,0,8,1,1,0,0,2
20758,avery,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,2,0,0,1,5,1,1,0,2,0
20764,camcode,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,3,0,1,1,7,0,0,0,1,1
20765,certags,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,1,2,0,2,0,7,1,0,0,1,0
20771,deluxe,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,3,1,1,1,6,0,0,0,2,1
20773,diagraph,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,3,1,3,0,8,0,0,0,1,0
20778,envypak,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,2,2,0,2,0,7,1,1,0,1,0
20783,frankfort,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,1,3,2,0,2,0,9,2,0,0,0,1
20784,fraser,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,1,2,2,0,0,0,6,2,0,0,1,0
20793,izulu,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,3,0,0,1,5,1,1,0,1,2
20794,jbm,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,1,1,0,0,1,0,3,1,0,0,0,0
20800,lockhart,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,2,2,0,2,0,8,0,0,1,0,1
20804,marel,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,0,3,2,0,0,0,5,0,0,1,1,0
20808,neenah,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,3,0,0,0,6,0,0,1,1,0
20809,omni,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,2,0,0,1,4,0,1,0,1,1
20813,pipsticks,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,0,2,1,4,0,9,2,0,0,2,0
20815,polyonics,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,1,0,3,3,1,1,0,9,1,0,0,1,2
20816,providence,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,2,4,1,2,1,10,1,0,0,3,1
20817,quidd,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,0,2,0,2,0,5,0,0,0,1,1
20818,sato,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,0,2,0,1,1,4,1,0,0,0,1
20820,scripability,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,3,4,0,3,1,12,1,0,0,4,0
20821,seton,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,1,0,1,1,2,0,1,0,5,1,0,0,1,1
20823,sony,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,2,1,0,0,1,4,1,0,0,1,1
20825,symbology,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,1,4,2,0,2,1,9,1,0,0,1,2
20826,tempe,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,0,0,0,0,1,2,1,2,1,5,0,0,0,2,0
20831,woodchuck,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,1,3,0,2,0,9,1,0,1,0,2
20839,myscrapnook,"B722 Stationery,Greeting Cards&Misc Paper Gds",0,1,0,0,0,4,3,0,2,0,11,1,0,1,0,1
20852,aarp,B913 Employment Agencies,0,1,0,0,0,1,2,0,1,0,4,0,1,0,0,0
20992,careerboutique,B913 Employment Agencies,0,0,0,0,0,2,8,0,2,1,14,0,0,0,3,2
20993,careerbuilder,B913 Employment Agencies,0,0,1,0,0,4,6,0,2,0,13,0,0,0,3,1
20996,careercenter,B913 Employment Agencies,0,0,1,0,0,4,5,0,1,0,12,0,0,0,3,0
21002,careers,B913 Employment Agencies,0,0,0,1,0,2,3,0,0,0,7,1,0,0,1,0
21037,comcast,B913 Employment Agencies,0,1,0,0,0,1,2,0,1,0,7,1,0,0,0,1
21064,dav,B913 Employment Agencies,0,0,0,1,0,0,1,1,1,0,3,1,0,0,0,0
21094,edustaff,B913 Employment Agencies,0,0,0,1,0,0,3,0,2,0,8,3,1,0,1,1
21095,efinancialcareers,B913 Employment Agencies,0,0,0,1,0,5,8,0,0,0,17,2,1,0,4,0
21098,elance,B913 Employment Agencies,0,0,0,0,0,2,3,0,0,1,6,0,1,0,2,0
21126,experis,B913 Employment Agencies,0,0,0,1,0,1,3,0,1,0,7,1,1,0,3,0
21138,ezzely,B913 Employment Agencies,0,0,0,0,0,2,2,0,0,1,6,2,1,0,3,0
21181,gogig,B913 Employment Agencies,0,1,0,0,0,0,2,1,3,0,5,0,0,0,1,1
21252,imagemakers,B913 Employment Agencies,0,0,0,1,0,3,5,0,2,0,11,1,1,0,3,0
21266,ires,B913 Employment Agencies,0,0,0,1,0,1,2,0,0,0,4,1,1,0,2,0
21294,jobcase,B913 Employment Agencies,0,0,0,0,1,0,3,0,1,1,7,2,0,0,1,1
21302,jobr,B913 Employment Agencies,0,0,1,0,1,1,1,0,1,0,4,1,0,0,0,1
21319,jobsohio,B913 Employment Agencies,0,0,0,0,1,0,4,0,1,1,8,2,0,0,1,3
21400,marten,B913 Employment Agencies,0,0,1,0,0,3,2,0,1,0,6,0,0,1,1,0
21416,merlin,B913 Employment Agencies,0,0,1,0,0,4,2,0,0,0,6,0,0,1,2,0
21471,northcountryhelpwanted,B913 Employment Agencies,0,1,0,0,0,8,6,0,5,0,22,1,0,1,2,2
21517,pennenergyjobs,B913 Employment Agencies,0,0,0,1,0,5,4,1,3,0,14,2,0,0,3,1
21520,peoplefluent,B913 Employment Agencies,0,1,0,0,0,3,5,1,3,0,12,1,0,0,3,2
21615,saic,B913 Employment Agencies,0,0,0,0,1,0,2,0,0,0,4,1,0,0,1,0
21620,schneider,B913 Employment Agencies,0,0,1,0,1,2,3,0,1,0,9,2,0,0,2,0
21642,shootster,B913 Employment Agencies,0,0,1,0,1,1,3,0,2,0,9,2,0,0,1,1
21643,showbiz,B913 Employment Agencies,0,0,0,1,1,1,2,0,1,0,7,2,0,0,1,1
21712,teamhealth,B913 Employment Agencies,0,0,0,1,0,2,4,1,2,0,10,1,0,0,2,0
21713,teksystems,B913 Employment Agencies,0,0,0,1,0,2,2,1,3,0,10,3,0,0,2,0
21719,tmc,B913 Employment Agencies,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,0
21758,usajobs,B913 Employment Agencies,0,0,0,1,0,0,3,0,1,0,7,3,1,0,0,2
21761,usps,B913 Employment Agencies,0,0,0,1,0,0,1,0,1,0,4,2,1,0,0,1
21766,varietycareers,B913 Employment Agencies,0,0,0,1,1,4,6,0,1,0,14,2,0,0,2,0
21844,ahava,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,0,3,0,0,1,5,1,1,0,0,0
21847,amlactin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,3,3,0,1,0,8,0,1,0,1,0
21849,aveda,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,0,3,0,1,1,5,1,1,0,1,0
21850,aveeno,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,4,0,0,1,6,1,1,0,1,1
21856,bioeffect,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,0,4,1,2,0,9,2,0,0,3,1
21857,biore,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,3,1,1,1,5,0,0,0,2,1
21860,biosilk,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,1,3,1,2,0,7,1,0,0,2,1
21866,brevena,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,2,3,1,1,1,7,1,0,0,2,0
21869,caudalie,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,5,0,1,1,8,0,0,0,1,1
21872,cerave,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,1,3,0,0,1,6,1,0,0,2,0
21873,cetaphil,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,1,3,0,2,0,8,0,0,0,2,0
21875,chamonix,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,2,3,0,0,0,8,1,0,0,1,1
21876,chandanni,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,3,3,0,1,1,9,1,0,0,1,0
21879,clarins,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,3,2,0,0,0,7,1,0,0,1,0
21881,clinique,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,2,4,0,0,1,8,0,0,0,3,1
21888,curology,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,3,3,0,1,1,8,0,0,0,1,3
21891,dermacare,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,3,4,1,1,1,9,0,0,0,2,0
21892,dermalogica,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,3,5,1,2,1,11,0,0,0,2,1
21894,dermarest,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,3,3,1,2,0,9,1,0,0,2,0
21896,dickinsons,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,2,3,1,2,0,10,2,0,0,2,1
21902,duduk,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,0,2,1,3,0,5,0,0,0,0,2
21903,elemis,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,0,2,3,0,0,0,6,1,1,0,3,0
21907,ely,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,2,1,0,0,1,3,0,1,0,2,0
21911,eucerin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,2,4,0,0,0,7,0,1,0,3,1
21915,evocell,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,2,3,0,0,0,7,1,1,0,2,1
21916,farmacy,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,3,2,0,0,1,7,1,0,0,1,0
21919,garnier,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,3,3,1,1,0,7,0,0,0,1,0
21922,gojo,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,0,2,1,1,1,4,1,0,0,0,2
21923,goop,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,1,0,0,0,0,2,1,2,0,4,0,0,0,0,1
21929,isdin,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,1,0,0,1,2,0,1,0,5,1,1,0,2,0
21931,jergens,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,1,2,2,0,1,0,7,2,0,0,2,0
21934,jivi,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,1,0,2,0,0,1,4,2,0,0,2,0
21935,johnsons,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,1,2,2,0,0,0,8,3,0,0,0,2
21936,junetics,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,1,1,1,3,0,1,0,8,2,0,0,2,1
21945,luminesce,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,3,4,0,0,1,9,1,0,1,3,1
21947,mamonde,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",0,0,0,0,0,3,3,0,1,1,7,0,0,1,1,1
21953,mederma,"D119 Skin Care Products, General Promotion/Multi-Category/Corporate/Sponsorship",1,0,0,0,0,3,3,0,1,1,7,0,0,1,2,0
